id,name,description,category,difficulty,region,lat,lon,duration,distance_km,base_visits,family_friendly,dog_friendly,accessible,has_water,price_type,season,duration_hours,official_url
tiuli-76,עין עבדת ועיר הנבטים עבדת,"טיול בטבע פתוח בנגב ובדרום הארץ, באורך של כ-3 ק""מ ברמת קושי קלה.",nature,easy,south,30.8362,34.7746,כחצי שעה,3,2069,false,false,false,false,free,,,
lm-7257ce9f,עין עברונה,עין עברונה — מעיין / מקור מים באזור ערבה / הרי אילת,water,easy,south,29.66,35.02,,0,0,true,false,false,true,free,,,https://www.geonames.org/advanced-search.html?country=IL&q=Israeli
lm-d79f078a,עין עוג'ה,עין עוג'ה — מעיין / מקור מים באזור מדבר יהודה / ים המלח ובקעת הירדן,water,easy,deadsea,31.955,35.445,,0,0,true,false,false,true,free,,,https://www.geonames.org/advanced-search.html?country=IL&q=Israeli
ein-auja,"עין עוג'ה (עין ייט""ב)","מעיין גדול וזורם בבקעת הירדן, עם מפל קטן ובריכת-מים רחבה - יעד רחצה מוכר באזור יריחו.",water,easy,jerusalem,31.9482226,35.4085023,שעה,1,96,true,false,false,true,free,,1,
ein-uzi,עין עוזי (עין עזי),"מעיין ייחודי הנובע לתוך מבנה-בטון קטן סמוך למושב היוגב, עם עצי שקד ותאנה מסביב - אתר תיירותי-כפרי צנוע.",water,medium,north,32.594013,35.1813944,כחצי שעה,0.5,17,true,false,false,true,free,,0.5,
ein-almin,עין עלמין - בריכת הקצינים,"בריכת מעיין קטנה וצלולה ברמת הגולן, מוקפת עצי הרדוף ועצי פרי בר - נקודת-עצירה נעימה וקרירה לצינון קליל בתוך מסלול ארוך יותר באזור.",water,easy,north,32.994262,35.639815,כחצי שעה,0.5,90,true,false,false,true,free,,0.5,
lm-dbf2d321,עין עקב,עין עקב — מעיין / מסלול באזור נגב / שדה בוקר,water,easy,south,30.87,34.85,,0,0,true,false,false,true,free,,,https://www.parks.org.il/%D7%9E%D7%A1%D7%9C%D7%95%D7%9C%D7%99-%D7%98%D7%99%D7%95%D7%9C/
tiuli-121,"עין עקב, חוד עקב ומעלה דבשון","טיול בטבע פתוח בנגב ובדרום הארץ, באורך של כ-3 ק""מ ברמת קושי בינונית.",nature,medium,south,30.8432,34.779,כחצי שעה,3,1947,false,false,false,false,free,,,
ein-poriya,עין פוריה,"מעיין קטן מול נופי הכנרת בגבעות פוריה שמעל טבריה - בריכת-אבן צנועה בשטח פתוח, עם תצפית פתוחה על האגם.",water,easy,north,32.7305556,35.5541667,כחצי שעה,0.5,35,true,false,false,true,free,,0.5,
ein-filter,עין פילטר,"מעיין עם בריכת-אגירה עגולה ועמוקה בלב העיר צפת, סמוך למגרש הכדורגל העירוני - שוחזר והונגש בשנים האחרונות, ולפי המסורת המקומית הוא המשך זרימתם של מי עין הארי.",water,easy,north,32.964648,35.495997,כחצי שעה,0.3,60,true,false,true,true,free,,0.5,
ein-pik,עין פיק,"מעיין זורם בדרום רמת הגולן עם בריכת-טבילה טבעית בצל עצים גבוהים, קרוב לחניה ונגיש להליכה קצרה - אחד המעיינות האהובים והמבוקרים באזור.",water,easy,north,32.775199,35.701358,כחצי שעה,1,320,true,false,false,true,free,,0.5,
ein-plotit,עין פלוטית (המעיין הנסתר),"מעיין-אגם נסתר ליד נאות הכיכר, דרום ים המלח - מים צלולים לשחייה בלב נוף-מדבר צחיח, יעד פופולרי ומוערך.",water,easy,deadsea,30.9559055,35.3638077,שעה,1,412,true,false,false,true,free,,1,
lm-24bd0863,עין פרת,עין פרת — מעיין / מסלול מים באזור מדבר יהודה,water,easy,deadsea,31.82,35.3,,0,0,true,false,false,true,free,,,https://www.parks.org.il/%D7%9E%D7%A1%D7%9C%D7%95%D7%9C%D7%99-%D7%98%D7%99%D7%95%D7%9C/
lm-f029a094,עין פשחה,עין פשחה — מעיין / מקור מים באזור מדבר יהודה / ים המלח ובקעת הירדן,water,easy,deadsea,31.72,35.455,,0,0,true,false,false,true,free,,,https://www.geonames.org/advanced-search.html?country=IL&q=Israeli
ein-zemed,עין צמד,"מעיין קטן וירוק בעמק בית שאן, סמוך לנחל אבוקה - נקודת-מים שקטה ופחות מוכרת מהמעיינות הגדולים בסביבה.",water,easy,north,32.4769444,35.5208333,כחצי שעה,0.5,20,true,false,false,true,free,,0.5,
ein-kazan,עין קאזאן,"מאגר-מעיין גדול בכפר כמא, מול נופי הר התבור - יעד רחצה שקט ופחות מוכר לתיירים מחוץ לאזור.",water,easy,north,32.7131841,35.414704,שעה,0.5,184,true,false,false,true,free,,1,
ein-kedem,עין קדם,"מעיין נופי בכרמל, עם בריכה קטנה בין סלעים ומערה סמוכה - נוף פתוח ושקט הרחק מהעיר, מבוקש בעיקר בסתיו ובחורף.",water,medium,north,32.760393,34.99532,שעה,2,30,true,false,false,true,free,,1,
ein-kedem-hot-springs,עין קדם (מעיינות חמים בנחל קדם),"מעיינות חמים טבעיים (40-45 מעלות) הזורמים אל חוף ים המלח, סמוך למצוקי דרגות - האזור מועד לבולענים ומשתנה עם הזמן, מומלץ להגיע עם מדריך מקומי בלבד.",water,medium,deadsea,31.514975,35.395478,שעה,1,405,false,false,false,true,free,winter,1,
lm-6738dddc,עין קובי,עין קובי — מעיין / נקבה באזור ירושלים / הרי יהודה,water,easy,jerusalem,31.762,35.168,,0,0,true,false,false,true,free,,,https://www.kkl.org.il/travel/water_trips_2025/
lm-41b4ec78,עין קלט,עין קלט — מעיין / מסלול באזור ירושלים ומדבר יהודה,water,easy,jerusalem,31.84,35.41,,0,0,true,false,false,true,free,,,https://www.parks.org.il/reserve-park/%D7%A9%D7%9E%D7%95%D7%A8%D7%AA-%D7%94%D7%98%D7%91%D7%A2-%D7%A0%D7%97%D7%9C-%D7%A4%D7%A8%D7%AA-%D7%95%D7%90%D7%93%D7%99-%D7%A7%D7%9C%D7%98/
ein-keshatot,עין קשתות (אום אל קנטיר),"אתר ארכיאולוגי משוחזר ברמת הגולן סביב בית-כנסת עתיק ואמת-מים רומית, ולצדו מעיין זורם עם בריכה - שילוב נדיר של היסטוריה וטבע בדרכי-הליכה נוחות ומשופצות.",archaeology,easy,north,32.8496085,35.7398508,שעה-שעה וחצי,1,900,true,false,true,true,paid,,1.25,
ein-rihaniya,עין ריחניה (מפל ריחניה),"מפל ובריכת-מעיין ברמות מנשה, בתוך נוף ירוק ושקט - יעד קליל למרחק הליכה קצר מהחניה.",water,medium,north,32.6207674,35.0909932,שעה,1.5,40,true,false,false,true,free,,1,
lm-fbd26c91,עין שביב,עין שביב — מעיין / נווה מדבר באזור נגב / שדה בוקר,water,easy,south,30.8,34.8,,0,0,true,false,false,true,free,,,https://www.parks.org.il/%D7%9E%D7%A1%D7%9C%D7%95%D7%9C%D7%99-%D7%98%D7%99%D7%95%D7%9C/
ein-shoko,עין שוקו,"מעיין טבעי בלב יער תיירותי ברמת הגולן, עם ברכת-מים צלולה מוצלת ופינות-ישיבה מסביב - יעד קליל ונוח למשפחות.",water,easy,north,32.7396964,35.6521549,כחצי שעה,1,220,true,false,false,true,free,,0.5,
ein-shokek,עין שוקק,"מעיין יפהפה בפארק המעיינות בעמק בית שאן, עם מסלול-מים קליל המתאים לכל המשפחה ומים צלולים לאורך כל השנה.",water,easy,north,32.4963889,35.445,שעה,1.5,150,true,false,false,true,free,,1,
lm-3cd54d49,עין שוקק,עין שוקק — מעיין באזור צפון / עמק המעיינות,water,easy,north,32.478,35.414,,0,0,true,false,false,true,free,,,https://www.parks.org.il/%D7%9E%D7%A1%D7%9C%D7%95%D7%9C%D7%99-%D7%98%D7%99%D7%95%D7%9C/
ein-siach,עין שיח,"בריכת מעיין ירוקה ופופולרית בנחל שיח בחיפה, בתוך פארק עירוני נעים - יעד משפחתי נגיש עם מקום לשבת ולנוח.",water,easy,north,32.8025321,34.9711695,כחצי שעה,1,140,true,false,true,true,free,,0.5,
ein-shaal,עין שעל,"מעיין קטן ופחות מוכר בנחל שעל בגליל המערבי, בתוך נוף פתוח ושקט - יעד לחובבי מעיינות-נסתרים.",water,medium,north,33.0311111,35.2158333,שעה,2,15,true,false,false,true,free,,1,
tiuli-31,עין שרונה ובקעת יבניאל,"טיול בטבע פתוח בצפון הארץ, באורך של כ-3 ק""מ ברמת קושי קלה.",nature,easy,north,32.7135,35.4728,כחצי שעה,3,2191,false,false,false,false,free,,,
ein-sharkarek,עין שרקרק,"מעיין קטן וצנוע באזור אלונים-טבעון, בשטח פתוח ושקט - יעד לחובבי מעיינות-נסתרים.",water,medium,north,32.7132919,35.1419806,שעה,1,18,true,false,false,true,free,,1,
lm-b826e98c,עין תינה,עין תינה — מסלול מים באזור צפון / גולן,water,easy,north,33.235,35.65,,0,0,true,false,false,true,free,,,https://www.parks.org.il/trip/page/2/
ein-tanur-jerusalem,עין תנור (הרי ירושלים),"מעיין קטן וצנוע בהרי ירושלים, סמוך לעין מטע - נקודת-מים שקטה ופחות מוכרת לתיירים.",water,easy,jerusalem,31.714677,35.048391,כחצי שעה,0.5,32,true,false,false,true,free,,0.5,
lm-dc92052c,עינות צוקים,עינות צוקים — מעיינות / שמורת טבע באזור ים המלח,water,easy,deadsea,31.71,35.45,,0,0,true,false,false,true,free,,,https://www.parks.org.il/%D7%9E%D7%A1%D7%9C%D7%95%D7%9C%D7%99-%D7%98%D7%99%D7%95%D7%9C/
tiuli-45,עינות צוקים (עין פשחה) וקומראן,"מסלול טיול בטבע פתוח, באזור ים המלח ומדבר יהודה, באורך כ-6 ק""מ ברמת קושי בינונית.",nature,medium,deadsea,31.7164,35.4513,כ-2 שעות,6,3045,false,false,false,false,free,,,
einot-tzipori,עינות ציפורי,"מעיין צלול ומרענן באזור נצרת, עם שרידים עתיקים בסביבה - יעד קליל לביקור קצר.",water,easy,north,32.733722,35.276754,כחצי שעה,0.5,13,true,false,false,true,free,,0.5,
cityofdavid,עיר דוד,"האתר הארכיאולוגי שבו נוסדה ירושלים הקדומה, כולל מנהרות מים תת-קרקעיות מתקופת המקרא.",archaeology,medium,jerusalem,31.7739,35.2354,2 שעות,1,9800,false,false,false,false,free,,,
lm-6d7f71f7,עכו העתיקה,עכו העתיקה — נקודת עניין / טיול באזור מרכז / גוש דן ואתרים עירוניים,archaeology,easy,center,32.9213,35.0685,,0,0,true,false,false,false,free,,,https://www.geonames.org/advanced-search.html?country=IL&q=Israeli
amram-pillars,עמודי עמרם,"תצורות סלע חול אדמדם ייחודיות בהרי אילת, שנוצרו על ידי בליה ומזכירות עמודי-ענק טבעיים - אתר גיאולוגי מרשים וקל להגעה, פופולרי לצילום בשעות אור רכות.",viewpoints,easy,eilat,29.652746,34.932271,שעה,2,110,true,false,false,false,free,,1,
lm-25a37be0,עמק הארזים,עמק הארזים — נקודת עניין / טיול באזור ירושלים / הרי יהודה והשפלה,nature,easy,jerusalem,31.800344,35.171345,,0,0,true,false,false,false,free,,,https://www.geonames.org/advanced-search.html?country=IL&q=Israeli
tiuli-39,עמק החולה,"מסלול טיול בטבע פתוח, בצפון הארץ, באורך כ-2 ק""מ ברמת קושי קלה.",nature,easy,north,33.0671,35.5966,כחצי שעה,2,2679,false,false,false,false,free,,,
lm-22065e1b,פארק אגם נתניה,פארק אגם נתניה — פארק / שמורה / יער באזור מרכז / השרון ומישור החוף,nature,easy,center,32.2864,34.853,,0,0,true,false,false,false,free,,,https://www.kkl.org.il/travel/
lm-ca3eaf62,פארק אגם ראשון לציון,פארק אגם ראשון לציון — פארק / שמורה / יער באזור מרכז / השרון ומישור החוף,nature,easy,center,31.9797,34.7714,,0,0,true,false,false,false,free,,,https://www.kkl.org.il/travel/
lm-ec59c7a1,פארק אופקים,פארק אופקים — טיול / נקודת עניין באזור דרום / נגב וערבה,nature,easy,south,31.30761,34.6348,,0,0,true,false,false,false,free,,,https://www.kkl.org.il/travel/trips/itineraries_for_families/itineraries_for_families_south/
tiuli-343,פארק אפק - מתחם תל אפק (אנטיפטריס) בגן הלאומי ירקון,"טיול באתר ארכיאולוגי במרכז הארץ, באורך של כ-4 ק""מ ברמת קושי קלה.",archaeology,easy,center,32.1053092,34.930512,כשעה,4,1154,false,false,false,false,free,,,
lm-599d38fe,פארק אקולוגי הוד השרון,פארק אקולוגי הוד השרון — פארק / שמורה / יער באזור מרכז / השרון ומישור החוף,nature,easy,center,32.1364,34.9205,,0,0,true,false,false,false,free,,,https://www.kkl.org.il/travel/
amatzyahu-ecological-park,פארק אקולוגי נחל אמציהו,"פארק-מים ירוק בנאות הכיכר, דרום ים המלח - בריכת-שכשוך, ספסלי-ישיבה ואנדרטה, יעד משפחתי נעים באזור המדברי.",water,easy,deadsea,30.9407053,35.3689517,שעה,1,217,true,true,true,true,free,,1,
ariel-sharon-park,פארק אריאל שרון,"אחד מפרויקטי-השיקום הסביבתי הגדולים בישראל - הר-הזבל לשעבר ""חיריה"" הפך לגבעה ירוקה ולפארק מטרופוליני ענק, עם שבילי הליכה ואופניים, אגמים מלאכותיים ותצפית פנורמית על גוש דן.",parks,easy,center,32.03041,34.82171,שעתיים-שלוש,5,200,true,true,true,true,free,,2.5,
lm-3428dfe4,פארק בגין,פארק בגין — טיול / נקודת עניין באזור מרכז / ירושלים והשפלה,nature,easy,center,31.722911,35.110502,,0,0,true,false,false,false,free,,,https://www.kkl.org.il/travel/trips/itineraries_for_families/itineraries_for_families_center/
lm-8f651fc3,פארק הוד השרון,פארק הוד השרון — פארק / שמורה / יער באזור מרכז / השרון ומישור החוף,nature,easy,center,32.147,34.9087,,0,0,true,false,false,false,free,,,https://www.kkl.org.il/travel/
yarkon-park,פארק הירקון,"הפארק העירוני הגדול בישראל, לאורך נהר הירקון בתל אביב - שבילי הליכה ואופניים, גני-אירועים, פארק-הרפתקאות ואגם סירות, יעד פנאי מרכזי לכל המשפחה במרכז הארץ.",parks,easy,center,32.1009693,34.8069446,כרצונך,5,250,true,true,true,true,free,,2,
lm-42f2837e,פארק הירקון,פארק הירקון — פארק / שמורה / יער באזור מרכז / השרון ומישור החוף,nature,easy,center,32.1003,34.8114,,0,0,true,false,false,false,free,,,https://www.kkl.org.il/travel/
lm-bfd3e883,פארק העצמאות תל אביב,פארק העצמאות תל אביב — פארק / שמורה / יער באזור מרכז / גוש דן ואתרים עירוניים,nature,easy,center,32.0887,34.7708,,0,0,true,false,false,false,free,,,https://www.kkl.org.il/travel/
kishon-park,פארק הקישון,"פינה ירוקה לאורך נהר הקישון בלב חיפה, עם טיילת, מזח סירות ושטחי דשא - מקום נעים לטיול רגוע או פיקניק משפחתי בתוך העיר.",parks,easy,north,32.8040862,35.029311,שעה-שעתיים,2,90,true,true,true,true,free,,1.5,
lm-f8e3aebb,פארק הרצליה,פארק הרצליה — פארק / שמורה / יער באזור מרכז / השרון ומישור החוף,nature,easy,center,32.1745,34.8244,,0,0,true,false,false,false,free,,,https://www.kkl.org.il/travel/
tiuli-41,פארק השרון ויער חדרה,"יעד טיול בטבע פתוח במרכז הארץ — מסלול באורך כ-6 ק""מ, רמת קושי בינונית.",nature,medium,center,32.4364,34.8988,כ-2 שעות,6,2801,false,false,false,false,free,,,
lm-e6a4b3e6,פארק יער שהם,פארק יער שהם — יער / מסלול באזור מרכז / ירושלים והשפלה,nature,easy,center,31.99722,34.95944,,0,0,true,false,false,false,free,,,https://www.kkl.org.il/travel/trips/itineraries_for_families/itineraries_for_families_center/
yeruham-navon-park,פארק יצחק נבון ירוחם,"פארק עירוני עם אגם-מים מלאכותי בלב העיירה ירוחם בנגב - נדבך ירוק ופתוח לנופש ופנאי משפחתי בתוך נוף מדברי, קרוב למכתש רמון ולשמורות הסובבות.",parks,easy,south,31.0286231,34.9556957,שעה-שעתיים,2,60,true,true,true,true,free,,1.5,
lm-1fd03bcf,פארק כפר סבא,פארק כפר סבא — פארק / שמורה / יער באזור מרכז / השרון ומישור החוף,nature,easy,center,32.1846,34.9277,,0,0,true,false,false,false,free,,,https://www.kkl.org.il/travel/
tiuli-333,פארק נשר: הגשרים התלויים בנחל קטיע,"מסלול טיול לאורך נחל ומקווי מים, בצפון הארץ, באורך כ-3 ק""מ ברמת קושי קלה.",water,easy,north,32.7682535,35.0305387,כחצי שעה,3,544,false,false,false,false,free,,,
emek-hatkhelet-park,פארק עמק התכלת,"פארק לאומי בסמוך לצפת עם מספר מעיינות ובריכות-אבן היסטוריות, שבילי-הליכה נוחים ופינות-צל - יעד משפחתי מבוקש.",parks,easy,north,32.9728877,35.4992642,שעה-שעה וחצי,2,380,true,true,false,true,free,,1.25,
tiuli-14,פארק קנדה לטרון (עמק איילון),"יעד טיול בטבע פתוח במרכז הארץ — מסלול באורך כ-4 ק""מ, רמת קושי קלה.",nature,easy,center,31.8365,34.9771,כשעה,4,1154,false,false,false,false,free,,,
lm-8e0ad281,פארק רעננה,פארק רעננה — פארק / שמורה / יער באזור מרכז / השרון ומישור החוף,nature,easy,center,32.1882,34.8505,,0,0,true,false,false,false,free,,,https://www.kkl.org.il/travel/
lm-0a23ceb2,פארק שלולית החורף בנתניה,פארק שלולית החורף בנתניה — טיול / נקודת עניין באזור מרכז / ירושלים והשפלה,nature,easy,center,32.2906436,34.8433572,,0,0,true,false,false,false,free,,,https://www.kkl.org.il/travel/trips/itineraries_for_families/itineraries_for_families_center/
tiuli-379,פארק שרשרת: נחל גרר,"טיול לאורך נחל ומקווי מים בנגב ובדרום הארץ, באורך של כ-3 ק""מ ברמת קושי קלה.",water,easy,south,31.376603,34.6130132,כחצי שעה,3,483,false,false,false,false,free,,,
lm-201f3dd5,פארק תמנע,פארק תמנע — טיול / נקודת עניין באזור דרום / נגב וערבה,nature,easy,south,29.77333,34.97639,,0,0,true,false,false,false,free,,,https://www.kkl.org.il/travel/trips/itineraries_for_families/itineraries_for_families_south/
patriot-yam-hamelach,פטריות ים המלח,"תופעת-טבע ייחודית - עמודי-מלח בצורת ""פטריות"" על חוף ים המלח, יעד תיירותי מוכר ופופולרי מאוד.",nature,easy,deadsea,31.1896851,35.3652565,כחצי שעה,0.5,1322,true,false,true,true,free,,0.5,
tiuli-301,פלורנטין ומרכז מסחרי: טעמים וצבעים בדרום תל-אביב,"טיול בטבע פתוח במרכז הארץ, באורך של כ-3 ק""מ ברמת קושי קלה.",nature,easy,center,32.0548554184244,34.7695645576721,כחצי שעה,3,1459,false,false,false,false,free,,,
lev-hayam-sculpture,פסל הלב במעגן מיכאל,"פסל אבן בצורת לב הממסגר תצפית אל הים התיכון וחופי בריכות הדגים, על גבעת כורכר קטנה בקיבוץ מעגן מיכאל - מוקד צילום פופולרי בשעת שקיעה.",viewpoints,easy,north,32.5613786,34.9096014,כשעה,1.2,130,true,false,false,true,free,,1,https://www.maslulim-israel.co.il/tracks/%d7%a4%d7%a1%d7%9c-%d7%94%d7%9c%d7%91-%d7%91%d7%a7%d7%99%d7%91%d7%95%d7%a5-%d7%9e%d7%a2%d7%92%d7%9f-%d7%9e%d7%99%d7%9b%d7%90%d7%9c-%d7%a0%d7%a7%d7%95%d7%93%d7%aa-%d7%aa%d7%a6%d7%a4%d7%99%d7%aa-%d7%95/
tiuli-200,צילום בשטח: שתי זריחות וצבעי המדבר באילת,"יעד טיול בטבע פתוח באזור אילת — מסלול באורך כ-2 ק""מ, רמת קושי קלה.",nature,easy,eilat,29.5484,34.9601,כחצי שעה,2,1032,false,false,false,false,free,,,
tiuli-369,קטע מספר 1: מהחרמון ועד לבניאס,"מסלול טיול בטבע פתוח, בצפון הארץ, באורך כ-3 ק""מ ברמת קושי בינונית.",nature,medium,north,33.3067316558926,35.7716523069457,כחצי שעה,3,2740,false,false,false,false,free,,,
tiuli-289,קטע מספר 2: מתל קצעה לבאב אל הווא,"טיול באתר ארכיאולוגי בצפון הארץ, באורך של כ-16 ק""מ ברמת קושי בינונית.",archaeology,medium,north,33.2189911517165,35.7542296027535,כ-5 שעות,16,727,false,false,false,false,free,,,
tiuli-290,קטע מספר 3: מבאב אל-הווא להר חוזק,"יעד טיול במסלול הררי בצפון הארץ — מסלול באורך כ-18 ק""מ, רמת קושי בינונית.",mountains,medium,north,33.1482503707933,35.778517127037,כ-6 שעות,18,788,false,false,false,false,free,,,
tiuli-291,קטע מספר 4: מהר חוזק לאום א-דנניר,"מסלול טיול במסלול הררי, בצפון הארץ, באורך כ-17 ק""מ ברמת קושי קלה.",mountains,easy,north,33.0488511608308,35.8513502533957,כ-5 שעות,17,849,false,false,false,false,free,,,
tiuli-292,קטע מספר 5: מאום א-דנניר לאום אל-קאנטיר,"טיול בטבע פתוח בצפון הארץ, באורך של כ-19 ק""מ ברמת קושי קלה.",nature,easy,north,32.9444135123241,35.8165765570666,כ-6 שעות,19,910,false,false,false,false,free,,,
tiuli-293,קטע מספר 6: מאום אל-קאנטיר לאמפי גולן,"יעד טיול בטבע פתוח בצפון הארץ — מסלול באורך כ-3 ק""מ, רמת קושי בינונית.",nature,medium,north,32.849561,35.737962,כחצי שעה,3,971,false,false,false,false,free,,,
tiuli-294,קטע מספר 7: מאמפי גולן לעין תאופיק,"מסלול טיול בטבע פתוח, בצפון הארץ, באורך כ-15 ק""מ ברמת קושי בינונית.",nature,medium,north,32.770023,35.6931694,כ-5 שעות,15,1032,false,false,false,false,free,,,
caesarea,קיסריה,"נמל רומי עתיק, אמפיתיאטרון וחומות צלבניות משוחזרות על חוף הים התיכון.",archaeology,easy,center,32.5,34.8913,2 שעות,1.8,16700,false,false,false,false,free,,,
tiuli-261,קניון ורדית ונחל אוביל,"מסלול טיול לאורך נחל ומקווי מים, בנגב ובדרום הארץ, באורך כ-3 ק""מ ברמת קושי בינונית.",water,medium,south,30.3475,35.0297,כחצי שעה,3,1886,false,false,false,false,free,,,
shehoret-canyon,קניון שחורת,"קניון גרניט מרשים בהרי אילת, עם דפנות סלע כהות שהעניקו לו את שמו - מסלול הליכה מדברי מאתגר בין קירות תלולים, מומלץ להתחיל השכם בבוקר בעונה הקרירה.",mountains,hard,eilat,29.6219417,34.9351267,3-4 שעות,6,120,false,false,false,false,free,,3.5,
tiuli-98,קצרין ונחל זוויתן עליון,"יעד טיול לאורך נחל ומקווי מים בצפון הארץ — מסלול באורך כ-8 ק""מ, רמת קושי בינונית.",water,medium,north,32.9842,35.7152,כ-3 שעות,8,544,false,false,false,false,free,,,
lm-52bdd58b,קרן נפתלי,קרן נפתלי — תצפית / מסלול באזור צפון / גליל עליון,viewpoints,easy,north,33.0898,35.5649,,0,0,true,false,false,false,free,,,https://www.kkl.org.il/scenic_lookouts/
roshhanikra,ראש הנקרה,"מערות גיר לבנות בגבול הצפוני, נגישות ברכבל תלולת מדרון מעל צוקים היורדים אל הים.",viewpoints,easy,north,33.0975,35.1058,1.5 שעות,0.8,17600,false,false,false,false,free,,,
lm-ef8a1c9a,רוחמה הישנה,רוחמה הישנה — טיול / נקודת עניין באזור דרום / נגב וערבה,nature,easy,south,29.57194,34.96056,,0,0,true,false,false,false,free,,,https://www.kkl.org.il/travel/trips/itineraries_for_families/itineraries_for_families_south/
tiuli-139,רחוב הנביאים בירושלים,"טיול בטבע פתוח בהרי ירושלים, באורך של כ-3 ק""מ ברמת קושי קלה.",nature,easy,jerusalem,31.7837,35.2222,כחצי שעה,3,3045,false,false,false,false,free,,,
tiuli-211,רחוב קינג ג'ורג' - אל מורדות הכרמל,"טיול בטבע פתוח במרכז הארץ, באורך של כ-1 ק""מ ברמת קושי קלה.",nature,easy,center,32.0738,34.7751,כחצי שעה,1,1703,false,false,false,false,free,,,
tiuli-78,רחובות: עיר המדע וההדרים,"מסלול טיול בטבע פתוח, במרכז הארץ, באורך כ-2 ק""מ ברמת קושי קלה.",nature,easy,center,31.9157,34.8101,כחצי שעה,2,2191,false,false,false,false,free,,,
tiuli-99,רכס בשנית: פריחת החלמונית והסתוונית,"מסלול טיול במסלול הררי, בצפון הארץ, באורך כ-4 ק""מ ברמת קושי קלה.",mountains,easy,north,33.0518,35.8494,כשעה,4,605,false,false,false,false,free,,,
tiuli-95,"רכס הררית, מבדד נטופה ועצי זית ענקיים","יעד טיול במסלול הררי בצפון הארץ — מסלול באורך כ-3 ק""מ, רמת קושי בינונית.",mountains,medium,north,32.8446,35.3648,כחצי שעה,3,361,false,false,false,false,free,,,
tiuli-305,רמלה – העיר המוסלמית שצמחה מן החולות,"יעד טיול בטבע פתוח בנגב ובדרום הארץ — מסלול באורך כ-7 ק""מ, רמת קושי קלה.",nature,easy,south,31.925059,34.874992,כ-2 שעות,7,1703,false,false,false,false,free,,,
tiuli-6,רמת הנדיב,"מסלול טיול בטבע פתוח, בצפון הארץ, באורך כ-5 ק""מ ברמת קושי קלה.",nature,easy,north,32.552,34.947,כ-2 שעות,5,666,false,false,false,false,free,,,
tiuli-81,שבטה - עיר נבטית בלב המדבר,"מסלול טיול באתר ארכיאולוגי, בנגב ובדרום הארץ, באורך כ-2 ק""מ ברמת קושי קלה.",archaeology,easy,south,30.8819,34.6284,כחצי שעה,2,2374,false,false,false,false,free,,,
yahmurim-trail,שביל היחמורים,"שביל קצר ונעים בחורש הכרמל, מחניון הכלניות ועד שמורת חי-בר כרמל, עם סיכוי להבחין בעדרי יחמורים ואיילי כרמל שהושבו לטבע.",reserves,easy,north,32.7571474,35.0201328,כשעה,1,340,true,false,false,false,free,,1,https://www.parks.org.il/trip/fallow-deer-carmel/
tiuli-315,שביל המטוס סובב איתנים,"מסלול טיול בטבע פתוח, בהרי ירושלים, באורך כ-1.5 ק""מ ברמת קושי קלה.",nature,easy,jerusalem,31.778466,35.0950645,כחצי שעה,1.5,2313,false,false,false,false,free,,,
tiuli-158,שביל ירושלים,"יעד טיול בטבע פתוח בהרי ירושלים — מסלול באורך כ-40 ק""מ, רמת קושי קלה.",nature,easy,jerusalem,31.7778,35.1292,כ-13 שעות,40,1337,false,false,false,false,free,,,
tiuli-189,שביל סובב כינרת,"מסלול טיול בטבע פתוח, בצפון הארץ, באורך כ-35 ק""מ ברמת קושי קלה.",nature,easy,north,32.712,35.5723,כ-11 שעות,35,361,false,false,false,false,free,,,
rekhet-trail,שביל רקית,"מסלול מעגלי ירוק ומגוון בלב הכרמל, מתחיל ומסתיים בחניון רקית ומשלב את חורבת רקית העתיקה - מסלול קליל ונעים למשפחות.",nature,easy,north,32.7151043,35.0121034,עד שעתיים,1.5,75,true,false,false,false,free,,1.5,https://www.maslulim-israel.co.il/tracks/%d7%a9%d7%91%d7%99%d7%9c-%d7%a8%d7%a7%d7%99%d7%aa-%d7%9e%d7%a1%d7%9c%d7%95%d7%9c-%d7%9e%d7%a9%d7%a4%d7%97%d7%aa%d7%99-%d7%99%d7%a8%d7%95%d7%a7-%d7%95%d7%9e%d7%92%d7%95%d7%95%d7%9f-%d7%91%d7%9b/
tiuli-1395,שוויצריה הקטנה: מסלול משפחות מעגלי,"מסלול טיול בטבע פתוח, בצפון הארץ, באורך כ-1.5 ק""מ ברמת קושי קלה.",nature,easy,north,32.7457409,35.0260361,כחצי שעה,1.5,2252,false,false,false,false,free,,,
tiuli-24,שוויצריה הקטנה: נחל כלח ונחל גלים,"מסלול טיול לאורך נחל ומקווי מים, בצפון הארץ, באורך כ-8 ק""מ ברמת קושי בינונית.",water,medium,north,32.7373,35.0366,כ-3 שעות,8,1764,false,false,false,false,free,,,
tiuli-30,שונית האלמוגים בחוף אלמוג,"מסלול טיול בטבע פתוח, באזור אילת, באורך כ-2 ק""מ ברמת קושי קלה.",nature,easy,eilat,29.5134,34.9247,כחצי שעה,2,2130,false,false,false,false,free,,,
